Código
BLUT4
BLUT3
MODL4
CARD3
SHUL3
FIGE3
FNCN3
TEKA3
HETA3
LCAM3
BIDI4
BIDI3
EEEL4
EEEL3
BBRK3
SOND3
CESP6
CESP3
CESP5
ECPR4
MOSI3
POWE3
ECPR3
GNDI3
LAME4
LAME3
OMGE3
IGTA3
JPSA3
BRDT3
JBDU4
JBDU3
HGTX3
CCPR3
DTEX3
VVAR3
PNVL4
TESA3
BTOW3
LINX3
BTTL3
GPCP3
GPCP4
SMLS3
MMXM3
BSEV3
BPAR3
APTI4
VSPT3
MTIG3
FIGE4
LUXM3
COCE6
MGEL3
CTSA8
MMAQ4
